Day,Mesure,Method
856,1,Original.elo
856,1,Original.elo
856,1,Original.elo
856,1,Original.elo
856,1,Original.elo
856,1,Original.elo
856,1,Original.elo
856,1,Original.elo
856,0,Original.elo
856,0,Original.elo
856,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,0,Original.elo
859,0,Original.elo
859,0,Original.elo
859,0,Original.elo
859,1,Original.elo
859,0,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,0,Original.elo
859,0,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,1,Original.elo
859,0,Original.elo
860,1,Original.elo
860,1,Original.elo
860,1,Original.elo
860,0,Original.elo
860,1,Original.elo
860,1,Original.elo
860,1,Original.elo
860,1,Original.elo
860,0,Original.elo
860,0,Original.elo
860,0,Original.elo
860,1,Original.elo
860,1,Original.elo
860,1,Original.elo
860,1,Original.elo
860,1,Original.elo
861,1,Original.elo
861,1,Original.elo
861,1,Original.elo
861,1,Original.elo
861,1,Original.elo
861,1,Original.elo
862,0,Original.elo
862,1,Original.elo
862,0,Original.elo
862,0,Original.elo
862,0,Original.elo
862,0,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,0,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,0,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,0,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
862,1,Original.elo
866,1,Original.elo
866,1,Original.elo
866,0,Original.elo
866,1,Original.elo
866,1,Original.elo
866,1,Original.elo
866,1,Original.elo
866,1,Original.elo
866,1,Original.elo
866,1,Original.elo
866,0,Original.elo
866,1,Original.elo
866,0,Original.elo
866,1,Original.elo
866,1,Original.elo
866,0,Original.elo
867,1,Original.elo
867,1,Original.elo
867,1,Original.elo
867,1,Original.elo
867,0,Original.elo
867,0,Original.elo
867,1,Original.elo
867,1,Original.elo
867,1,Original.elo
867,1,Original.elo
867,0,Original.elo
867,1,Original.elo
867,0,Original.elo
867,1,Original.elo
867,1,Original.elo
867,0,Original.elo
867,1,Original.elo
867,1,Original.elo
867,0,Original.elo
867,1,Original.elo
867,1,Original.elo
867,1,Original.elo
867,1,Original.elo
867,1,Original.elo
867,1,Original.elo
867,1,Original.elo
867,1,Original.elo
867,1,Original.elo
869,1,Original.elo
870,0,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,0,Original.elo
870,1,Original.elo
870,0,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,0,Original.elo
870,0,Original.elo
870,1,Original.elo
870,0,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,0,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,1,Original.elo
870,0,Original.elo
870,0,Original.elo
870,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,0,Original.elo
873,0,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
873,1,Original.elo
874,1,Original.elo
874,1,Original.elo
874,0,Original.elo
874,1,Original.elo
874,0,Original.elo
874,1,Original.elo
874,1,Original.elo
874,1,Original.elo
874,1,Original.elo
874,0,Original.elo
874,0,Original.elo
874,1,Original.elo
874,1,Original.elo
874,1,Original.elo
874,0,Original.elo
874,0,Original.elo
874,1,Original.elo
874,1,Original.elo
874,0,Original.elo
875,1,Original.elo
875,1,Original.elo
875,0,Original.elo
875,0,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,0,Original.elo
875,0,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,0,Original.elo
875,0,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,1,Original.elo
875,0,Original.elo
875,0,Original.elo
875,1,Original.elo
880,1,Original.elo
880,1,Original.elo
880,1,Original.elo
880,1,Original.elo
880,1,Original.elo
880,1,Original.elo
880,1,Original.elo
880,0,Original.elo
880,0,Original.elo
880,1,Original.elo
880,1,Original.elo
880,1,Original.elo
880,1,Original.elo
880,1,Original.elo
880,1,Original.elo
880,0,Original.elo
881,0,Original.elo
881,0,Original.elo
881,1,Original.elo
881,0,Original.elo
881,1,Original.elo
881,1,Original.elo
881,1,Original.elo
881,1,Original.elo
881,1,Original.elo
881,1,Original.elo
881,1,Original.elo
881,1,Original.elo
881,0,Original.elo
881,0,Original.elo
881,0,Original.elo
881,1,Original.elo
881,0,Original.elo
881,0,Original.elo
884,1,Original.elo
884,0,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,0,Original.elo
884,0,Original.elo
884,0,Original.elo
884,0,Original.elo
884,0,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,1,Original.elo
884,0,Original.elo
884,0,Original.elo
884,0,Original.elo
887,1,Original.elo
887,1,Original.elo
887,1,Original.elo
887,0,Original.elo
887,1,Original.elo
887,0,Original.elo
887,0,Original.elo
887,1,Original.elo
887,0,Original.elo
887,0,Original.elo
887,0,Original.elo
887,0,Original.elo
887,1,Original.elo
887,1,Original.elo
887,1,Original.elo
887,0,Original.elo
887,0,Original.elo
887,1,Original.elo
887,1,Original.elo
887,1,Original.elo
887,1,Original.elo
887,1,Original.elo
887,0,Original.elo
887,1,Original.elo
887,1,Original.elo
887,1,Original.elo
887,1,Original.elo
887,1,Original.elo
887,1,Original.elo
887,1,Original.elo
888,0,Original.elo
888,0,Original.elo
888,0,Original.elo
888,0,Original.elo
888,1,Original.elo
888,0,Original.elo
888,1,Original.elo
888,0,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,1,Original.elo
888,0,Original.elo
888,1,Original.elo
888,1,Original.elo
888,0,Original.elo
888,1,Original.elo
908,1,Original.elo
908,1,Original.elo
908,0,Original.elo
908,0,Original.elo
908,1,Original.elo
908,1,Original.elo
908,0,Original.elo
908,1,Original.elo
908,1,Original.elo
908,1,Original.elo
908,1,Original.elo
908,1,Original.elo
908,1,Original.elo
908,1,Original.elo
908,0,Original.elo
908,1,Original.elo
908,1,Original.elo
908,1,Original.elo
908,1,Original.elo
908,1,Original.elo
908,1,Original.elo
908,0,Original.elo
908,1,Original.elo
909,1,Original.elo
909,1,Original.elo
909,0,Original.elo
909,0,Original.elo
909,1,Original.elo
909,1,Original.elo
909,1,Original.elo
909,1,Original.elo
909,1,Original.elo
909,1,Original.elo
909,1,Original.elo
909,1,Original.elo
909,1,Original.elo
909,1,Original.elo
910,1,Original.elo
910,0,Original.elo
910,1,Original.elo
910,1,Original.elo
910,1,Original.elo
910,0,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,0,Original.elo
912,1,Original.elo
912,1,Original.elo
912,0,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,0,Original.elo
912,1,Original.elo
912,0,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
912,0,Original.elo
912,1,Original.elo
912,1,Original.elo
912,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,0,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,1,Original.elo
915,0,Original.elo
915,1,Original.elo
916,1,Original.elo
916,1,Original.elo
916,1,Original.elo
916,1,Original.elo
916,1,Original.elo
916,1,Original.elo
916,1,Original.elo
917,1,Original.elo
917,1,Original.elo
917,1,Original.elo
917,1,Original.elo
917,1,Original.elo
917,1,Original.elo
917,1,Original.elo
917,1,Original.elo
917,0,Original.elo
917,1,Original.elo
917,1,Original.elo
918,1,Original.elo
918,1,Original.elo
918,1,Original.elo
918,1,Original.elo
918,0,Original.elo
918,0,Original.elo
918,0,Original.elo
918,1,Original.elo
918,0,Original.elo
918,1,Original.elo
918,1,Original.elo
918,1,Original.elo
918,0,Original.elo
918,1,Original.elo
918,1,Original.elo
918,1,Original.elo
918,0,Original.elo
918,1,Original.elo
918,1,Original.elo
918,0,Original.elo
918,1,Original.elo
918,1,Original.elo
918,1,Original.elo
918,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,0,Original.elo
919,0,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,0,Original.elo
919,1,Original.elo
919,1,Original.elo
919,0,Original.elo
919,0,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,0,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,0,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
919,1,Original.elo
922,0,Original.elo
922,1,Original.elo
922,1,Original.elo
922,0,Original.elo
922,0,Original.elo
922,1,Original.elo
922,0,Original.elo
922,0,Original.elo
922,0,Original.elo
923,0,Original.elo
923,0,Original.elo
923,0,Original.elo
923,1,Original.elo
923,1,Original.elo
923,1,Original.elo
923,1,Original.elo
923,1,Original.elo
923,1,Original.elo
923,0,Original.elo
924,1,Original.elo
924,1,Original.elo
924,1,Original.elo
924,1,Original.elo
924,0,Original.elo
925,0,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,0,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,0,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,0,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,0,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,1,Original.elo
925,0,Original.elo
925,1,Original.elo
925,1,Original.elo
925,0,Original.elo
925,0,Original.elo
925,0,Original.elo
925,0,Original.elo
925,0,Original.elo
925,1,Original.elo
925,1,Original.elo
925,0,Original.elo
926,1,Original.elo
926,1,Original.elo
926,1,Original.elo
926,0,Original.elo
926,1,Original.elo
926,1,Original.elo
926,1,Original.elo
926,1,Original.elo
926,1,Original.elo
926,1,Original.elo
926,1,Original.elo
929,1,Original.elo
929,1,Original.elo
929,1,Original.elo
929,1,Original.elo
929,1,Original.elo
929,1,Original.elo
929,0,Original.elo
929,1,Original.elo
930,1,Original.elo
930,1,Original.elo
930,1,Original.elo
930,0,Original.elo
930,0,Original.elo
930,1,Original.elo
930,1,Original.elo
930,1,Original.elo
930,1,Original.elo
930,1,Original.elo
930,0,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,0,Original.elo
931,0,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
931,1,Original.elo
933,1,Original.elo
933,1,Original.elo
933,1,Original.elo
933,1,Original.elo
936,1,Original.elo
936,1,Original.elo
936,1,Original.elo
936,1,Original.elo
936,0,Original.elo
936,1,Original.elo
936,1,Original.elo
936,1,Original.elo
936,1,Original.elo
936,0,Original.elo
936,1,Original.elo
936,1,Original.elo
936,1,Original.elo
937,0,Original.elo
937,1,Original.elo
937,1,Original.elo
937,0,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,0,Original.elo
937,0,Original.elo
937,1,Original.elo
937,0,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,1,Original.elo
937,0,Original.elo
937,1,Original.elo
937,0,Original.elo
938,1,Original.elo
938,0,Original.elo
938,1,Original.elo
938,1,Original.elo
938,0,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,1,Original.elo
938,0,Original.elo
938,1,Original.elo
938,1,Original.elo
938,0,Original.elo
938,0,Original.elo
938,1,Original.elo
940,1,Original.elo
940,1,Original.elo
940,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,0,Original.elo
943,1,Original.elo
943,0,Original.elo
943,1,Original.elo
943,1,Original.elo
943,0,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
943,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,0,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,1,Original.elo
945,0,Original.elo
945,0,Original.elo
945,0,Original.elo
945,0,Original.elo
945,0,Original.elo
946,0,Original.elo
946,1,Original.elo
946,1,Original.elo
946,1,Original.elo
946,1,Original.elo
946,1,Original.elo
946,1,Original.elo
946,1,Original.elo
946,1,Original.elo
946,1,Original.elo
946,1,Original.elo
946,1,Original.elo
946,0,Original.elo
947,0,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,0,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,0,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,1,Original.elo
947,0,Original.elo
947,1,Original.elo
947,0,Original.elo
951,1,Original.elo
951,1,Original.elo
951,1,Original.elo
951,1,Original.elo
951,0,Original.elo
951,1,Original.elo
951,1,Original.elo
951,1,Original.elo
951,1,Original.elo
951,1,Original.elo
951,1,Original.elo
951,1,Original.elo
951,1,Original.elo
951,1,Original.elo
951,1,Original.elo
951,1,Original.elo
951,0,Original.elo
951,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,0,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,1,Original.elo
953,0,Original.elo
953,1,Original.elo
953,0,Original.elo
953,1,Original.elo
954,1,Original.elo
954,1,Original.elo
954,1,Original.elo
954,1,Original.elo
954,1,Original.elo
954,1,Original.elo
954,0,Original.elo
955,1,Original.elo
955,1,Original.elo
955,1,Original.elo
955,1,Original.elo
955,1,Original.elo
955,1,Original.elo
955,1,Original.elo
955,1,Original.elo
955,1,Original.elo
955,1,Original.elo
955,1,Original.elo
955,0,Original.elo
955,1,Original.elo
955,1,Original.elo
955,1,Original.elo
955,1,Original.elo
955,0,Original.elo
958,0,Original.elo
958,1,Original.elo
958,1,Original.elo
958,1,Original.elo
958,1,Original.elo
958,1,Original.elo
958,0,Original.elo
958,0,Original.elo
958,0,Original.elo
959,1,Original.elo
959,1,Original.elo
959,0,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,0,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
959,1,Original.elo
964,1,Original.elo
964,0,Original.elo
964,0,Original.elo
964,1,Original.elo
964,1,Original.elo
964,1,Original.elo
964,1,Original.elo
964,0,Original.elo
964,1,Original.elo
964,1,Original.elo
964,1,Original.elo
964,0,Original.elo
966,0,Original.elo
966,1,Original.elo
966,1,Original.elo
966,1,Original.elo
966,1,Original.elo
966,1,Original.elo
966,1,Original.elo
966,1,Original.elo
966,1,Original.elo
966,1,Original.elo
966,0,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,0,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,0,Original.elo
967,1,Original.elo
967,1,Original.elo
967,0,Original.elo
967,1,Original.elo
967,1,Original.elo
967,0,Original.elo
967,1,Original.elo
967,1,Original.elo
967,0,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,0,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,1,Original.elo
967,0,Original.elo
967,1,Original.elo
967,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,0,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,0,Original.elo
968,0,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
968,1,Original.elo
971,1,Original.elo
971,1,Original.elo
971,1,Original.elo
971,0,Original.elo
973,1,Original.elo
973,0,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,0,Original.elo
973,0,Original.elo
973,0,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,0,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,0,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
973,1,Original.elo
